Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
3852	-416.5319	-429.2398	12.70789	0.00489817	0.205151	0.794849	0.995102	0.2104686	0.0179419	0.038496	0.0318363	0.0226486	0.000445741	0.00336589	0.0132659	0.0487371	0.0188114	0.0123263	0.0532349	0.18462	0.00505438	0.0438677	0.0346924	0.817404	0.0261255	0.00568124	0.150789	0.0887674	0.306945	0.691787	1.44553	3.25791	11.2654	1.751081	0.0338946	0.0727239	0.060143	0.0427861	0.000842062	0.0063586	0.025061	0.0920707	0.0355372	0.0232859	0.100568	0.348771	0.00954838	0.0828717	0.0655385	0.5293442
3888	-420.7311	-433.5371	12.80605	0.00763859	0.221289	0.778711	0.992361	0.2374975	0.118818	0.0119496	0.112887	0.0311737	0.00621879	0.0186764	0.0103785	0.0367248	0.0568026	0.0975701	0.209704	0.22257	0.0497957	0.169751	0.0223273	0.0625399	0.884546	0.0253403	0.027574	0.198574	0.454564	0.781945	1.27886	2.19991	5.0359	1.168908	0.101092	0.0101669	0.0960457	0.0265229	0.00529101	0.0158901	0.00883011	0.0312459	0.0483283	0.0830137	0.178419	0.189365	0.0423667	0.144426	0.0189963	1.175349
3924	-416.4935	-428.2435	11.74993	1.53507e-06	0.081423	0.918577	0.999998	0.06597904	0.0737379	0.0248797	0.0338251	0.00778899	0.00199401	0.00453811	0.00731388	0.0565755	0.0192588	0.0162216	0.0489076	0.0921923	0.0279191	0.0128821	0.00196939	0.609004	0.360937	0.027652	0.00240696	0.057696	0.248775	0.647893	1.54347	4.01969	17.3322	2.062603	0.171482	0.0578592	0.0786622	0.0181138	0.0046372	0.0105536	0.0170089	0.13157	0.0447875	0.0377242	0.113738	0.214399	0.0649274	0.029958	0.00457994	0.4300041
3960	-415.3419	-427.8472	12.50535	1.69887e-06	0.0820756	0.917924	0.999998	0.0665734	0.116689	0.033915	0.0397527	0.00265684	0.0101245	0.00608066	0.0015556	0.0895753	0.0575413	0.075351	0.0528669	0.0582013	0.000869054	0.0236189	0.0783859	0.305587	0.578001	0.0454766	0.0709355	0.167878	0.41882	0.762219	1.31196	2.38766	5.9567	1.290329	0.180303	0.052404	0.0614242	0.00410524	0.0156439	0.00939557	0.00240364	0.138408	0.0889103	0.116429	0.0816876	0.0899301	0.00134282	0.0364948	0.121118	0.647184
3996	-416.3388	-427.9871	11.64837	9.54075e-08	0.0667711	0.933229	1	0.05293624	0.0148813	0.00239445	0.00825068	0.0101703	0.00204175	0.00129432	0.00155036	0.0427733	0.0399375	0.0533916	0.0231175	0.0252443	0.0215297	0.0282873	0.124484	0.230198	0.616416	0.14306	0.0103255	0.0702371	0.273822	0.667575	1.49796	3.65201	14.2375	1.920383	0.0372638	0.00599589	0.0206604	0.0254673	0.00511271	0.00324109	0.00388223	0.107108	0.100007	0.133697	0.0578882	0.0632138	0.053912	0.0708337	0.311717	0.3993483
4032	-420.4183	-432.8752	12.45689	0.0147436	0.248887	0.751113	0.985256	0.2923689	0.046178	0.0192488	0.000157517	0.00161581	0.0075682	0.00176819	0.00568922	0.0536775	0.0470655	0.0280754	0.0251435	0.0125823	0.0119152	0.0229001	0.0564588	0.839484	0.11406	0.0134525	0.0330035	0.068222	0.269962	0.664625	1.50461	3.70423	14.658	1.941432	0.1358	0.0566069	0.000463227	0.00475178	0.0222565	0.00519989	0.0167308	0.157855	0.13841	0.082564	0.073942	0.037002	0.0350403	0.0673444	0.166034	0.3400442
4068	-419.2133	-431.6834	12.47006	0.0057598	0.210819	0.789181	0.99424	0.2196096	0.217255	0.0226496	0.104494	0.0384599	0.0347064	0.0477516	0.00495011	0.174027	0.0548133	0.147158	0.139108	0.0800968	0.525414	0.213331	0.0656773	0.280468	0.645257	0.028982	0.0452929	0.451698	0.678686	0.886102	1.12854	1.47344	2.21387	0.5746524	0.116186	0.0121128	0.0558825	0.020568	0.0185606	0.0255371	0.00264727	0.093068	0.0293136	0.0786985	0.0743937	0.042835	0.280986	0.114087	0.0351236	1.869891
4104	-415.8484	-428.0631	12.2147	0.000264991	0.134759	0.865241	0.999735	0.1189657	0.0443413	0.00517916	0.0337842	0.00546663	0.00230108	0.00075383	0.00135778	0.0400002	0.00575715	0.0199305	0.0240254	0.0151016	0.00589511	0.00546408	0.0445083	0.30578	0.581003	0.0192298	0.0939866	0.0754295	0.283514	0.674859	1.48179	3.52717	13.2574	1.868812	0.174664	0.0204012	0.133079	0.0215335	0.00906414	0.0029694	0.0053484	0.157564	0.0226779	0.0785078	0.0946378	0.0594863	0.0232213	0.0215235	0.175322	0.2538663
4140	-413.903	-425.5158	11.61273	0.00426642	0.200508	0.799492	0.995734	0.2032379	0.0152729	0.00817161	0.0216577	0.00101065	0.00202373	0.000481647	5.87806e-05	0.00982652	0.0089764	0.0105413	0.0199989	0.0231395	0.008022	0.0172047	0.00903149	0.780635	0.0176226	0.000757417	0.200985	0.0380496	0.203064	0.608127	1.64439	4.92456	26.2815	2.363615	0.09827	0.0525784	0.139351	0.00650277	0.0130212	0.00309905	0.00037821	0.0632265	0.0577566	0.0678258	0.128678	0.148885	0.0516157	0.1107	0.0581111	0.1554178
4176	-416.265	-428.0438	11.77885	5.43783e-11	0.0447443	0.955256	1	0.0343543	0.166528	0.00192997	0.136774	0.00345635	0.00228975	0.0047101	0.00811941	0.123101	0.0149375	0.0345323	0.0543234	0.0841585	0.00225548	0.0531337	0.0503254	0.0377601	0.683035	0.137928	0.141277	0.198521	0.454505	0.781913	1.27891	2.2002	5.03725	1.169101	0.224863	0.00260604	0.184686	0.00466712	0.00309186	0.00636006	0.0109637	0.166223	0.0201701	0.0466291	0.0733531	0.11364	0.00304559	0.0717466	0.0679545	0.7405744
4212	-420.1839	-431.8995	11.7156	0.0299363	0.28421	0.71579	0.970064	0.3867288	0.0202279	0.00291139	0.00451435	0.00172208	0.00188144	0.00617018	0.00118737	0.0138427	0.0162135	0.0124312	0.00641438	0.020693	0.00169708	0.0187359	0.00140838	0.618833	0.224784	0.025182	0.131201	0.056112	0.245421	0.645154	1.55002	4.07463	17.8215	2.082731	0.155538	0.0223866	0.0347122	0.0132416	0.014467	0.0474443	0.00913004	0.10644	0.124671	0.0955876	0.0493221	0.159114	0.0130493	0.144066	0.0108295	0.1300508
4248	-417.2534	-429.1021	11.84868	2.86203e-08	0.0619034	0.938097	1	0.04872673	0.151767	0.0347462	0.0305909	0.018773	0.00198304	0.014626	0.0245786	0.270427	0.0210074	0.0368064	0.0225748	0.3461	0.0275755	0.0978413	0.0555848	0.149306	0.527255	0.107023	0.216416	0.196975	0.452775	0.780983	1.28044	2.2086	5.0768	1.174756	0.131402	0.0300838	0.0264861	0.016254	0.00171694	0.0126634	0.0212805	0.23414	0.0181885	0.0318675	0.0195456	0.299658	0.0238753	0.0847124	0.0481261	1.154981
4284	-414.832	-427.2947	12.4627	9.93215e-06	0.0953019	0.904698	0.99999	0.07887902	0.0769193	0.0121851	0.0721608	0.0142042	0.0012875	0.00859981	0.00926618	0.0698384	0.0434596	0.0259531	0.0126587	0.156365	0.0147173	0.063582	0.0820003	0.0581979	0.510998	0.0172681	0.413536	0.129443	0.368942	0.732654	1.3649	2.71045	7.72541	1.478325	0.115983	0.0183733	0.108807	0.0214178	0.00194135	0.0129672	0.013972	0.105306	0.0655305	0.0391333	0.0190874	0.235775	0.0221914	0.095872	0.123644	0.6631974
4320	-413.1373	-424.9205	11.78322	0.158861	0.392925	0.607074	0.84114	1.315453	0.0802885	0.00313222	0.0357922	0.000835944	0.00127848	0.00668478	0.00422684	0.0538095	0.0081784	0.0332787	0.0110349	0.10714	0.0158096	0.106119	0.0250696	0.693799	0.202771	0.0129382	0.0904921	0.0956203	0.318282	0.699659	1.42927	3.14187	10.458	1.697311	0.162963	0.00635752	0.072648	0.00169673	0.00259495	0.0135682	0.00857929	0.109218	0.0165998	0.0675465	0.0223978	0.217464	0.032089	0.215393	0.0508842	0.4926792
4356	-410.8235	-423.869	13.04555	0.0180021	0.25823	0.74177	0.981998	0.3141603	0.196727	0.00251872	0.0377772	0.00507787	0.000694542	0.0101609	0.00939154	0.144896	0.0178638	0.0433604	0.0388817	0.12382	0.0198241	0.0478632	0.0393574	0.708451	0.130086	0.00119864	0.160265	0.16071	0.410002	0.757175	1.3207	2.43901	6.22237	1.321879	0.26649	0.00341191	0.0511738	0.00687858	0.000940841	0.0137642	0.012722	0.196279	0.0241987	0.0587369	0.0526699	0.16773	0.0268541	0.0648365	0.0533143	0.7382144
4392	-417.5256	-429.8073	12.28174	0.00115658	0.163967	0.836033	0.998843	0.1529256	0.0673048	0.0270413	0.0160229	0.000928598	0.00309347	0.00489808	0.00599493	0.0223155	0.0328273	0.0183984	0.0137704	0.0543478	0.0104641	0.0323278	0.0204392	0.145075	0.236015	0.00293036	0.61598	0.0607458	0.255104	0.652991	1.53142	3.91996	16.462	2.025357	0.203846	0.0819002	0.0485287	0.00281244	0.0093692	0.0148348	0.0181568	0.0675869	0.0994241	0.0557233	0.0417063	0.164603	0.0316927	0.0979113	0.0619041	0.3301746
4428	-414.289	-426.1307	11.84177	0.0650684	0.330216	0.669784	0.934931	0.5879823	0.0224831	0.00519825	0.0235907	0.00609716	0.000264091	0.00309914	0.00457853	0.0164904	0.00919704	0.0230755	0.0116435	0.0114813	0.00451035	0.0154611	0.0364563	0.689926	0.294709	0.00172284	0.013643	0.0600867	0.253751	0.651908	1.53396	3.94088	16.6426	2.033245	0.116116	0.0268468	0.121836	0.0314893	0.00136392	0.0160058	0.0236462	0.0851661	0.0474989	0.119175	0.0601337	0.0592959	0.0232941	0.07985	0.188282	0.1936263
4464	-417.2429	-430.2268	12.98393	0.0666632	0.331776	0.668224	0.933337	0.5974249	0.127443	0.0667046	0.041233	0.0500191	0.00177814	0.00819839	0.0162798	0.0748809	0.0456571	0.0745414	0.0111939	0.018502	0.0509071	0.0200064	0.120874	0.741111	0.222349	0.0212865	0.0152527	0.207627	0.464556	0.787267	1.27022	2.15259	4.81632	1.136672	0.175007	0.0915996	0.0566218	0.0686869	0.00244176	0.0112581	0.0223556	0.102828	0.062697	0.102361	0.0153716	0.0254071	0.0699064	0.027473	0.165986	0.7282187
4500	-412.5177	-425.4267	12.90899	0.0187252	0.260128	0.739872	0.981275	0.3188306	0.0756232	0.0190114	0.0358166	0.00447249	0.00470863	0.00250925	0.0156325	0.0823896	0.0151119	0.0298904	0.0378696	0.0109624	0.022311	0.0141964	0.0693537	0.965137	0.0196228	0.00675211	0.0084878	0.119699	0.355125	0.723981	1.38125	2.81591	8.35432	1.534915	0.171926	0.0432216	0.0814274	0.010168	0.0107049	0.00570466	0.0355398	0.187309	0.0343561	0.0679544	0.0860949	0.0249225	0.0507232	0.0322749	0.157673	0.4398591
4536	-419.9071	-432.9464	13.03927	0.0149963	0.249664	0.750336	0.985004	0.2941099	0.0270678	0.0464385	0.0354682	0.012634	0.00603606	0.00316216	0.0140811	0.0510992	0.00497771	0.0557073	0.0324145	0.0111817	0.0226286	0.00401067	0.105811	0.795526	0.0467465	0.0569307	0.100797	0.141475	0.385287	0.74263	1.34657	2.59547	7.06838	1.414056	0.0625529	0.107318	0.081966	0.0291968	0.0139492	0.00730765	0.0325409	0.118089	0.0115033	0.128738	0.074909	0.0258406	0.0522941	0.00926853	0.244527	0.4327188
4572	-421.1617	-433.4876	12.32592	1.7241e-05	0.100308	0.899692	0.999983	0.08367143	0.122401	0.0451815	0.0116275	0.0173519	0.010851	0.00234685	0.0198862	0.0811112	0.0360888	0.0300357	0.00722385	0.122659	0.0268559	0.0583799	0.00594963	0.613805	0.322649	0.0134474	0.0500987	0.0965471	0.319782	0.700687	1.42717	3.12713	10.3576	1.690336	0.204701	0.0755607	0.0194456	0.029019	0.0181469	0.00392483	0.0332573	0.135649	0.0603542	0.0502313	0.012081	0.205133	0.0449134	0.0976335	0.00995006	0.5979491
4608	-422.4565	-433.0654	10.60888	0.0993188	0.358576	0.641424	0.900681	0.8062667	0.0115521	0.00239623	0.00572731	0.00350288	0.00160032	8.43379e-05	0.00230094	0.00805539	0.0101086	0.0166831	0.0110817	0.00301753	0.000581448	0.00283379	0.0248272	0.940947	0.0274598	0.0252711	0.00632195	0.0275845	0.173583	0.579083	1.72687	5.76092	36.2523	2.596181	0.110702	0.0229628	0.054884	0.0335676	0.0153357	0.000808199	0.0220496	0.0771937	0.0968696	0.159872	0.106194	0.0289166	0.00557194	0.0271558	0.237916	0.104353
4644	-422.2639	-434.3367	12.07283	6.9788e-08	0.0654369	0.934563	1	0.05177649	0.148504	0.000833669	0.121653	0.0122126	0.0104265	0.015648	0.0242485	0.180049	0.0684187	0.0415555	0.0650399	0.0122704	0.174971	0.121748	0.044395	0.322016	0.269722	0.0893068	0.318956	0.205387	0.462104	0.785968	1.27232	2.16401	4.86885	1.144516	0.142522	0.000800086	0.116752	0.0117207	0.0100065	0.0150177	0.0232717	0.172796	0.0656626	0.0398815	0.0624199	0.0117761	0.167923	0.116843	0.0426066	1.041974
4680	-417.345	-429.9302	12.58521	0.0873603	0.349724	0.650276	0.91264	0.7258216	0.0620022	0.0277643	0.0502346	0.00629703	0.00414043	0.00331974	0.00169468	0.0382532	0.00986866	0.0373834	0.0267998	0.00509088	0.0167217	0.0111419	0.105888	0.779746	0.00525349	0.0202169	0.194784	0.132744	0.373501	0.735467	1.35968	2.67737	7.53331	1.460118	0.152489	0.068284	0.123548	0.015487	0.010183	0.00816463	0.00416793	0.0940806	0.0242712	0.0919415	0.0659119	0.0125206	0.0411257	0.0274026	0.260422	0.4066003
4716	-413.5695	-426.4	12.83046	0.0651399	0.330286	0.669714	0.93486	0.5884045	0.097292	0.0379945	0.0229179	0.0152457	0.00160882	0.00950009	0.00102738	0.0272629	0.0476116	0.0438882	0.0174506	0.0169966	0.0354829	0.0141475	0.0518581	0.943764	0.00798807	0.00711223	0.0411354	0.149888	0.396295	0.749185	1.33478	2.52337	6.67166	1.372289	0.220975	0.0862953	0.0520525	0.0346269	0.00365404	0.0215771	0.00233345	0.0619211	0.108138	0.0996814	0.0396347	0.0386037	0.0805909	0.0321327	0.117783	0.4402849
4752	-414.7746	-427.3887	12.61414	0.0186308	0.259883	0.740117	0.981369	0.3182235	0.0439174	0.00265329	0.0314285	0.0102059	0.000248315	0.00256368	0.00138254	0.030889	0.00482933	0.040811	0.0240232	0.0369377	0.00761217	0.0210613	0.0834245	0.69536	0.234419	0.0092721	0.0609497	0.085979	0.302204	0.688436	1.45257	3.30902	11.6307	1.774159	0.128418	0.00775844	0.0918995	0.0298429	0.000726092	0.00749641	0.00404265	0.0903218	0.0141214	0.119335	0.0702457	0.108009	0.0222586	0.0615849	0.24394	0.3419877
4788	-414.268	-426.8872	12.61921	0.0940483	0.354787	0.645213	0.905952	0.7701545	0.104267	0.0350243	0.0430143	0.00409239	0.00306733	0.00296448	0.00918771	0.044746	0.0120686	0.104681	0.00221936	0.00392355	0.0481316	0.0656244	0.0471106	0.943311	0.00231699	0.00564072	0.0487317	0.144741	0.389599	0.745213	1.3419	2.56674	6.9089	1.397555	0.196685	0.0660684	0.0811403	0.00771971	0.00578608	0.00559207	0.0173313	0.0844068	0.0227657	0.197465	0.0041865	0.00740122	0.0907934	0.123791	0.0888674	0.5301227
4824	-421.636	-434.5102	12.87424	0.0460316	0.308742	0.691258	0.953968	0.478394	0.229791	0.00515366	0.182475	0.04524	0.0110469	0.00537287	0.0215739	0.180503	0.0449013	0.167341	0.0219581	0.0447397	0.0234421	0.0543616	0.14531	0.731586	0.154926	0.0303222	0.0831652	0.271344	0.52933	0.819989	1.21953	1.88918	3.68536	0.9431471	0.19421	0.00435566	0.15422	0.038235	0.0093364	0.00454092	0.0182334	0.152554	0.0379487	0.14143	0.0185581	0.0378121	0.0198122	0.0459442	0.12281	1.18321
4860	-412.2595	-424.7987	12.53921	7.72397e-06	0.0931749	0.906825	0.999992	0.07686585	0.102626	0.00175748	0.0626436	0.0103648	0.00432595	0.0116438	0.000634998	0.0818905	0.0438105	0.129617	0.0294972	0.0546206	0.0384072	0.0957054	0.0677775	0.228633	0.444296	0.0334057	0.293665	0.156986	0.40534	0.754478	1.32542	2.46707	6.37	1.338833	0.139566	0.00239008	0.0851919	0.0140956	0.00588307	0.015835	0.000863564	0.111367	0.05958	0.176273	0.0401146	0.0742811	0.0522318	0.130154	0.0921739	0.7353227
4896	-416.8742	-429.5791	12.70484	1.04665e-05	0.0957569	0.904243	0.99999	0.07931144	0.152689	0.0202818	0.164197	0.0239392	0.00860256	0.0172369	0.000215607	0.0857755	0.0608964	0.163048	0.0790106	0.092002	0.0874992	0.125285	0.0117945	0.160107	0.577325	0.108167	0.154401	0.295558	0.551863	0.830723	1.20377	1.81204	3.38343	0.8813415	0.139764	0.0185651	0.150298	0.0219128	0.00787439	0.0157779	0.000197357	0.078515	0.0557418	0.149247	0.0723227	0.0842144	0.0800928	0.11468	0.0107962	1.092473
4932	-413.314	-426.2696	12.95562	0.00719105	0.218984	0.781016	0.992809	0.2334407	0.0999079	0.0303732	0.0533576	0.000842833	0.00929354	0.00146944	0.00305739	0.0522605	0.0793137	0.0468447	0.0526407	0.00447656	0.0625668	0.00304375	0.105571	0.740733	0.033675	0.00300808	0.222584	0.126471	0.364787	0.73007	1.36973	2.74133	7.90694	1.495119	0.165132	0.0502019	0.0881915	0.00139307	0.0153607	0.00242875	0.00505338	0.0863781	0.131093	0.0774267	0.0870066	0.00739903	0.103413	0.00503082	0.174492	0.6050198
4968	-416.5379	-429.2118	12.67385	0.000146823	0.125579	0.874421	0.999853	0.1091264	0.0747958	0.0356065	0.104592	0.0168234	0.00114588	0.00392947	0.00351868	0.00651399	0.0288974	0.0363923	0.140293	0.0190371	0.0147947	0.0938698	0.0292626	0.0582194	0.0965808	0.0108346	0.834365	0.121401	0.357579	0.725538	1.37829	2.79658	8.23718	1.524705	0.122722	0.0584217	0.171611	0.0276032	0.00188012	0.00644732	0.00577331	0.0106879	0.0474138	0.0597111	0.230188	0.0312354	0.0242746	0.154018	0.0480129	0.6094733
5004	-411.1908	-423.7762	12.58545	0.0121985	0.240448	0.759552	0.987802	0.2742193	0.035604	0.017104	0.0259954	0.00564148	0.00261631	0.00526175	0.000358751	0.0381661	0.0343286	0.0333149	0.0208145	0.011783	0.00159704	0.0191872	0.0714542	0.873937	0.0341696	0.0261435	0.06575	0.0828129	0.296725	0.684517	1.46088	3.37013	12.0754	1.801289	0.110152	0.0529163	0.0804247	0.0174536	0.00809435	0.0162788	0.0011099	0.118078	0.106206	0.10307	0.064396	0.0364542	0.00494091	0.0593612	0.221065	0.3232272
5040	-417.9943	-431.0542	13.05983	0.039516	0.299767	0.700233	0.960484	0.4415295	0.0229294	0.0073807	0.0157793	0.0366283	0.000636911	0.00936809	0.00452995	0.0794834	0.0410998	0.0806791	0.0399494	0.0102268	0.0386168	0.0380462	0.0952252	0.612394	0.242536	0.0866233	0.0584464	0.166383	0.416998	0.761182	1.31375	2.3981	6.01021	1.296795	0.0440459	0.0141779	0.0303111	0.0703607	0.00122347	0.0179955	0.00870174	0.152683	0.07895	0.154979	0.0767404	0.019645	0.0741805	0.0730843	0.182922	0.5205793
5076	-413.018	-425.9588	12.94077	0.0216226	0.267223	0.732777	0.978377	0.3370819	0.177944	0.0246714	0.0554488	0.0507343	0.000988379	0.00892146	0.0343574	0.148013	0.00275491	0.0598515	0.269975	0.106247	0.0219294	0.00123348	0.0796479	0.930175	0.0507349	0.00320311	0.0158866	0.203873	0.46044	0.785084	1.27375	2.17183	4.905	1.149864	0.170654	0.0236607	0.0531773	0.0486558	0.000947888	0.00855597	0.0329499	0.141949	0.00264205	0.0573995	0.258914	0.101894	0.021031	0.00118295	0.0763849	1.042717
5112	-418.9002	-431.8677	12.96749	0.0317617	0.287444	0.712556	0.968238	0.3972937	0.114958	0.035243	0.0165149	0.0128294	0.00568674	0.00741677	0.0213513	0.105514	0.0504485	0.032587	0.000426578	0.024332	0.0328506	0.00174687	0.150854	0.889482	0.00421189	0.0464607	0.059845	0.142901	0.387176	0.743764	1.34451	2.58281	6.99787	1.406806	0.187607	0.0575153	0.0269517	0.0209371	0.00928053	0.0121039	0.0348445	0.172195	0.08233	0.0531807	0.000696159	0.0397089	0.0536109	0.00285082	0.246188	0.6127597
5148	-414.6383	-427.8858	13.24751	0.0618758	0.326997	0.673003	0.938124	0.5692305	0.171408	0.0459463	0.122046	0.00309103	0.00948329	0.00405607	0.00357515	0.0880426	0.0180185	0.0898473	0.015472	0.0745526	0.0595026	0.00834134	0.103238	0.884055	0.0154626	0.0684309	0.032052	0.312811	0.567346	0.837925	1.19342	1.76259	3.19682	0.8403185	0.209899	0.056264	0.149453	0.00378514	0.0116128	0.00496689	0.00437798	0.107813	0.0220647	0.110023	0.0189464	0.091294	0.0728644	0.0102145	0.126421	0.816621
5184	-411.5909	-424.6641	13.07321	0.0216656	0.267323	0.732677	0.978334	0.3373479	0.248196	0.0102318	0.0620553	0.00420373	0.00756712	0.0227954	0.00473525	0.112766	0.0237872	0.0734637	0.0189146	0.0667324	0.0679197	0.0375219	0.219279	0.920658	0.0246808	0.0233294	0.0313314	0.2244	0.482495	0.796628	1.25529	2.07256	4.45632	1.080499	0.253218	0.0104388	0.0633108	0.00428878	0.00772022	0.0232566	0.00483105	0.115048	0.0242684	0.0749499	0.0192973	0.0680825	0.0692938	0.038281	0.223716	0.9801697
5220	-414.0294	-426.743	12.71358	0.0593208	0.324325	0.675674	0.940679	0.5543583	0.154761	0.0602422	0.0580772	0.00243814	0.00830824	0.0104226	0.00820209	0.0919496	0.0283793	0.101368	0.0247645	0.103436	0.129083	0.0830098	0.18104	0.781733	0.0243508	0.0278174	0.166098	0.195824	0.451482	0.780287	1.28158	2.21493	5.10663	1.178993	0.148029	0.0576214	0.0555506	0.00233207	0.0079468	0.00996919	0.00784526	0.0879495	0.0271447	0.0969585	0.0236872	0.0989365	0.123468	0.0793985	0.173164	1.045483
5256	-420.3464	-432.882	12.53564	0.0444247	0.306626	0.693374	0.955575	0.4693017	0.145817	0.0145419	0.147497	0.00904647	0.0119697	0.00604299	0.0211937	0.158764	0.0569201	0.112585	0.0295974	0.0912518	0.0749922	0.107203	0.271633	0.736757	0.205318	0.0239034	0.0340224	0.189955	0.444833	0.776683	1.28753	2.24804	5.26439	1.200993	0.115815	0.0115498	0.117149	0.00718513	0.0095069	0.00479962	0.016833	0.126098	0.0452086	0.0894202	0.0235076	0.0724764	0.0595623	0.0851454	0.215743	1.259055
5292	-422.6008	-434.5666	11.96579	0.0536856	0.318093	0.681907	0.946314	0.5219121	0.0106905	0.0135303	0.0213375	0.00938506	0.00102949	0.000735281	0.00589568	0.0819181	0.0248983	0.0380984	0.00581084	0.0330681	0.0277305	0.022977	0.0516752	0.833326	0.0886912	0.0521751	0.0258076	0.0441793	0.218409	0.622106	1.60744	4.57857	22.635	2.255612	0.030651	0.0387933	0.0611774	0.0269082	0.00295168	0.00210815	0.0169037	0.23487	0.0713869	0.109233	0.0166605	0.0948107	0.0795071	0.0658781	0.14816	0.3487803
5328	-424.5351	-437.4575	12.92234	0.00149784	0.170266	0.829734	0.998502	0.1608841	0.112386	0.0562444	0.0981268	0.0104573	0.0141238	0.0215107	0.0430548	0.0182785	0.0159752	0.129559	0.0406924	0.0331709	0.0464247	0.0239944	0.208702	0.118699	0.159735	0.0628491	0.658717	0.168178	0.419186	0.762426	1.3116	2.38558	5.94606	1.289036	0.12878	0.0644486	0.11244	0.0119826	0.016184	0.0246484	0.0493351	0.0209447	0.0183055	0.148457	0.0466281	0.0380095	0.0531965	0.0274944	0.239145	0.8727015
5364	-424.9878	-437.9655	12.97768	7.11836e-05	0.115803	0.884197	0.999929	0.09901351	0.274895	0.0177241	0.0992868	0.0157308	0.0229983	0.0122587	0.015567	0.114846	0.137353	0.124051	0.0892534	0.0998473	0.0705298	0.0414769	0.177804	0.0316178	0.0668103	0.0544693	0.847103	0.488333	0.704995	0.896679	1.11523	1.41845	2.04778	0.5182645	0.209265	0.0134925	0.0755825	0.0119751	0.0175076	0.00933201	0.0118504	0.0874273	0.10456	0.0944341	0.0679445	0.0760092	0.0536911	0.0315745	0.135354	1.313622
5400	-416.5767	-429.2017	12.62496	1.0455e-05	0.0957473	0.904253	0.99999	0.07930232	0.0937876	0.0149666	0.0325253	0.0419487	0.000742061	0.017069	0.0111333	0.1072	0.0428057	0.109362	0.0925049	0.0392262	0.00174792	0.0197794	0.172293	0.224931	0.340049	0.0291837	0.405835	0.180812	0.434259	0.770875	1.29723	2.30278	5.53059	1.236661	0.117662	0.0187764	0.0408049	0.0526272	0.000930961	0.021414	0.0139674	0.134488	0.0537023	0.137202	0.116053	0.0492117	0.00219287	0.0248145	0.216152	0.7970921
5436	-424.2465	-436.791	12.54449	0.0544342	0.31895	0.68105	0.945566	0.5261979	0.0285025	0.0563993	0.0185159	0.00632801	0.00338089	0.00502544	0.00590518	0.0208283	0.0337204	0.0547701	0.0274552	0.0038933	0.0223558	0.00867905	0.0733028	0.452303	0.0806782	0.291105	0.175914	0.0967892	0.320173	0.700954	1.42663	3.12331	10.3317	1.688525	0.0772295	0.152818	0.0501702	0.0171462	0.00916076	0.0136168	0.0160005	0.0564357	0.0913677	0.148404	0.0743918	0.0105492	0.0605747	0.0235165	0.198619	0.3690622
5472	-423.2809	-435.4443	12.16334	0.0910916	0.352585	0.647414	0.908909	0.7503585	0.102106	0.107012	0.128265	0.0415844	0.0014926	0.0183213	0.00408194	0.00492529	0.249595	0.116018	0.141887	0.0806685	0.138642	0.080218	0.196777	0.848179	0.0123647	0.0165231	0.122933	0.221252	0.479181	0.794917	1.25799	2.08689	4.51974	1.090716	0.0723337	0.075809	0.0908657	0.0294592	0.00105739	0.0129792	0.00289172	0.00348917	0.176818	0.0821897	0.100516	0.0571471	0.0982164	0.056828	0.139401	1.411594
5508	-415.2014	-428.0668	12.86541	0.00356193	0.194689	0.805311	0.996438	0.1944791	0.101311	0.0274005	0.0187405	0.0086955	0.00270261	0.00546874	0.00380105	0.039801	0.0394483	0.0458351	0.000262552	0.0546446	0.0264592	0.00102282	0.0798814	0.720978	0.105463	0.00904329	0.164515	0.11269	0.344827	0.717365	1.39399	2.9	8.87393	1.578545	0.222429	0.0601581	0.041145	0.0190911	0.00593362	0.0120067	0.00834525	0.0873837	0.0866093	0.100631	0.000576437	0.119973	0.0580915	0.00224561	0.175381	0.4554745
