Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
360	-411.09	-423.0017	11.91166	3.12477e-07	0.0723511	0.927649	1	0.05783646	0.0796449	0.0145538	0.0334755	0.000749052	0.000723336	0.00295136	0.000368303	0.0536523	0.0220468	0.00840979	0.0363582	0.00818197	0.0738366	0.0109098	0.03494	0.354716	0.461949	0.0496448	0.13369	0.0896703	0.308464	0.692853	1.44331	3.24187	11.152	1.743765	0.209151	0.0382188	0.0879079	0.00196704	0.00189951	0.00775037	0.000967179	0.140893	0.0578958	0.0220844	0.0954781	0.0214862	0.193898	0.0286496	0.0917538	0.3808018
396	-420.2947	-433.0681	12.77346	0.00584155	0.211323	0.788677	0.994158	0.2204409	0.0274844	0.0352833	0.074464	0.000746686	0.00273508	0.0173919	0.00714023	0.0327588	0.0574722	0.0182344	0.057976	0.00840237	0.112727	0.0399806	0.0505122	0.680713	0.0223513	0.00918633	0.287749	0.096749	0.320109	0.700909	1.42672	3.12394	10.336	1.688825	0.050587	0.0649415	0.137056	0.00137433	0.0050341	0.0320109	0.0131421	0.0602948	0.105782	0.0335618	0.106709	0.0154652	0.207483	0.0735872	0.0929713	0.5433097
432	-414.2848	-425.1877	10.90293	1.00876e-10	0.0460102	0.95399	1	0.03539052	0.0529568	0.00268474	0.00439448	0.00828586	8.06697e-05	0.00735577	0.00326233	0.0252002	0.0129154	0.0256056	0.0380729	0.0162456	0.0567256	0.016637	0.0165238	0.270324	0.312936	0.00677626	0.409964	0.0589794	0.251459	0.650065	1.53831	3.97679	16.9551	2.046694	0.184553	0.00935622	0.0153146	0.028876	0.000281131	0.0256346	0.0113691	0.087822	0.0450096	0.0892345	0.132683	0.0566153	0.197687	0.0579796	0.057585	0.2869467
468	-415.6024	-426.9036	11.30119	0.0953332	0.355726	0.644274	0.904667	0.7788597	0.0201093	0.000872681	0.0115482	0.00289616	0.000593522	0.00180074	0.000604649	0.0152117	0.00208849	0.0105004	0.00847019	0.0229233	0.0108452	0.0189542	0.0159497	0.695383	0.159151	0.0841769	0.0612886	0.0495789	0.231043	0.633117	1.57949	4.3282	20.1699	2.172236	0.140263	0.00608698	0.0805492	0.0202008	0.00413983	0.0125602	0.00421744	0.106102	0.0145673	0.0732407	0.0590798	0.159891	0.0756457	0.132206	0.11125	0.1433685
504	-420.6966	-431.4418	10.74521	0.0716888	0.336507	0.663493	0.928311	0.6275497	0.012411	0.00292288	0.00265815	0.00109647	0.00207801	3.25218e-05	0.00557492	0.010004	0.00297956	0.0066357	0.00145116	0.0224732	0.00385778	0.020746	0.00936761	0.70027	0.161203	0.112861	0.0256654	0.0256729	0.167609	0.572789	1.74584	5.96627	38.9515	2.648108	0.119005	0.0280268	0.0254883	0.0105138	0.0199255	0.000311844	0.0534565	0.0959255	0.0285703	0.0636281	0.0139148	0.21549	0.0369913	0.198928	0.0898237	0.1042889
540	-428.8026	-440.9289	12.12622	0.171851	0.398999	0.601001	0.828149	1.460841	0.0409982	0.0185835	0.0936888	0.0304644	0.0238425	0.00266021	0.00468111	0.0617257	0.0471338	0.0800559	0.00103583	0.0833881	0.0126539	0.163349	0.0506766	0.329295	0.594444	0.0659789	0.0102825	0.203135	0.459626	0.784651	1.27445	2.17568	4.92284	1.152489	0.0573451	0.0259932	0.131045	0.0426113	0.033349	0.00372089	0.00654759	0.0863372	0.0659272	0.111976	0.00144884	0.116637	0.0176992	0.22848	0.0708825	0.7149376
576	-422.6305	-434.6789	12.04842	0.0831336	0.34636	0.65364	0.916866	0.698593	0.0369389	0.00866196	0.0180828	0.00714248	0.00307813	0.000681939	0.00111505	0.0114178	0.0214634	0.0196304	0.0148478	0.00812885	0.0259492	0.0461319	0.00158774	0.909347	0.00227698	0.012275	0.0761007	0.0833218	0.297612	0.685155	1.45952	3.36007	12.0017	1.796859	0.164276	0.0385219	0.0804184	0.0317644	0.0136892	0.00303275	0.00495889	0.0507777	0.0954529	0.0873011	0.066032	0.036151	0.115403	0.20516	0.00706107	0.2248583
612	-418.0744	-429.8273	11.75291	0.166065	0.39634	0.60366	0.833935	1.394122	0.240264	0.0300994	0.152343	0.0477373	0.0018738	0.0197538	0.00779503	0.116348	0.0387544	0.141481	0.0474903	0.0754619	0.0749906	0.289398	0.0327444	0.690816	0.036198	0.136191	0.136795	0.253629	0.512184	0.811608	1.23212	1.95242	3.94277	0.9919666	0.182497	0.0228626	0.115715	0.0362598	0.00142328	0.0150044	0.00592087	0.0883744	0.0294366	0.107464	0.0360722	0.0573186	0.0569606	0.219818	0.0248717	1.316534
648	-416.6828	-429.4642	12.78145	2.75422e-05	0.104971	0.895029	0.999972	0.08820503	0.149715	0.205028	0.0388124	0.0696964	0.00274124	0.0146128	0.00116854	0.0567856	0.0348409	0.0610077	0.106675	0.0390374	0.216367	0.0283927	0.0609362	0.194874	0.678913	0.0259152	0.100298	0.289338	0.546168	0.828038	1.20767	1.83094	3.45617	0.8967214	0.137882	0.188824	0.0357449	0.064188	0.00252458	0.0134579	0.00107618	0.0522975	0.0320873	0.056186	0.0982441	0.0359521	0.199267	0.0261487	0.0561202	1.085817
684	-413.7924	-424.9713	11.17889	1.78884e-11	0.0426305	0.957369	1	0.03263241	0.0821152	0.0303742	0.0500666	0.004469	0.000565268	0.00968697	0.00122936	0.0342398	0.0622999	0.00428886	0.0369305	0.0251467	0.0660979	0.0217549	0.0239378	0.0165951	0.801182	0.0383038	0.143919	0.0855719	0.301505	0.687939	1.45362	3.31669	11.6861	1.777591	0.181189	0.0670211	0.110473	0.00986094	0.00124727	0.0213745	0.0027126	0.0755506	0.137466	0.00946345	0.0814878	0.0554866	0.145846	0.0480026	0.0528191	0.4532028
720	-416.8439	-429.8363	12.99248	0.00267123	0.185961	0.814039	0.997329	0.1819233	0.158307	0.0474593	0.0687077	0.00673159	0.00207351	0.00570708	0.0114186	0.0444922	0.031305	0.00763281	0.0913925	0.0431577	0.07061	0.0149231	0.0489616	0.0351902	0.675879	0.0460579	0.242873	0.143722	0.388259	0.744412	1.34334	2.5756	6.9579	1.402665	0.242475	0.0726924	0.105238	0.0103106	0.00317595	0.0087414	0.0174896	0.0681477	0.0479491	0.011691	0.139984	0.0661036	0.108152	0.0228574	0.0749933	0.6528794
756	-419.6029	-432.4242	12.82122	0.000550641	0.147976	0.852024	0.999449	0.1337869	0.13619	0.0250092	0.0120402	0.00307965	0.00210699	0.00866369	0.0170223	0.082436	0.0337205	0.0138198	0.0442321	0.000170652	0.0866112	0.0419016	0.038034	0.0749849	0.845351	0.0754928	0.00417074	0.125152	0.362926	0.728906	1.37192	2.75538	7.99029	1.502702	0.249873	0.0458852	0.0220905	0.00565033	0.00386576	0.0158956	0.0312314	0.151248	0.0618682	0.0253556	0.0811542	0.0003131	0.158909	0.0768782	0.0697823	0.5450382
792	-415.462	-427.8936	12.43167	0.000158356	0.126689	0.873311	0.999842	0.1102982	0.0402443	0.00847868	0.0305312	0.0251602	0.0010419	0.00548548	0.00250162	0.0463264	0.0157125	0.0217017	0.0369782	0.0014286	0.0844659	0.00673474	0.0232998	0.0597646	0.44588	0.0429936	0.451362	0.0904293	0.309734	0.693742	1.44146	3.22857	11.0584	1.73767	0.114954	0.0242185	0.0872093	0.0718675	0.00297609	0.0156687	0.00714563	0.132327	0.0448812	0.0619888	0.105624	0.00408066	0.241268	0.0192371	0.0665535	0.3500913
828	-416.3658	-428.7037	12.33796	3.41117e-08	0.0625695	0.93743	1	0.04929928	0.151591	0.00749998	0.0331849	0.0237247	0.00719035	0.0202608	0.0109566	0.149344	0.0586448	0.0365788	0.0991301	0.0320877	0.139944	0.0545443	0.0385005	0.212416	0.294832	0.0697356	0.423016	0.253719	0.512273	0.811652	1.23205	1.95208	3.94136	0.9917079	0.175619	0.00868875	0.0384448	0.0274851	0.00833004	0.0234722	0.0126932	0.173016	0.0679401	0.0423766	0.114843	0.0371737	0.162126	0.0631897	0.0446029	0.8631833
864	-410.9414	-423.7835	12.84208	0.0211826	0.266194	0.733806	0.978817	0.3343522	0.0531989	0.000674214	0.0392304	0.0244206	0.00107851	0.00521496	0.006012	0.127198	0.0223132	0.0390901	0.039196	0.0403443	0.0170168	0.125926	0.00393097	0.864792	0.0166442	0.0172406	0.101323	0.109862	0.340579	0.714596	1.39939	2.93618	9.10236	1.596922	0.0976405	0.00123744	0.072003	0.0448212	0.00197949	0.00957146	0.0110343	0.233457	0.0409534	0.0717454	0.0719398	0.0740474	0.0312323	0.231122	0.00721484	0.5448445
900	-413.1807	-426.1253	12.94461	0.000588565	0.149296	0.850704	0.999411	0.1353141	0.0726543	0.0120476	0.0280446	0.00760917	0.0017936	0.0113342	0.00589611	0.0664496	0.0394713	0.0524671	0.0568381	0.108087	0.00163778	0.0565833	0.0247939	0.174368	0.739374	0.0427496	0.0435079	0.147409	0.393085	0.747287	1.33817	2.54398	6.78386	1.384349	0.133138	0.022077	0.0513912	0.0139437	0.00328675	0.0207697	0.0108045	0.121768	0.0723305	0.0961451	0.104155	0.198068	0.00300121	0.103688	0.0454344	0.5457077
936	-420.2141	-432.6192	12.40505	2.61601e-06	0.0849709	0.915029	0.999997	0.06922452	0.0661094	0.0300888	0.0649309	0.0154981	0.00255781	0.00365439	0.00712497	0.0675808	0.066478	0.0219639	0.0340903	0.063858	0.0194787	0.0572514	0.0361008	0.365542	0.315855	0.0655034	0.253099	0.133127	0.374026	0.735789	1.35909	2.67361	7.51165	1.458036	0.118738	0.054042	0.116622	0.0278359	0.00459404	0.00656359	0.0127971	0.121381	0.1194	0.0394491	0.0612292	0.114695	0.0349853	0.102828	0.0648402	0.5567664
972	-411.9765	-424.6815	12.70495	0.0503182	0.314118	0.685882	0.949682	0.5027078	0.0578683	0.00635026	0.0621041	0.00748026	0.000259246	0.00373818	0.00303572	0.047426	0.0040728	0.0438143	0.0333726	0.0767965	0.0204891	0.0554412	0.0054071	0.785619	0.0598525	0.0332627	0.121266	0.112168	0.344048	0.716859	1.39497	2.90657	8.91516	1.581897	0.135315	0.014849	0.14522	0.0174913	0.000606202	0.0087411	0.00709852	0.110898	0.00952355	0.102452	0.0780362	0.179575	0.0479104	0.12964	0.0126436	0.4276557
1008	-421.2583	-433.7878	12.52954	6.60244e-06	0.0918933	0.908107	0.999993	0.07565929	0.0383677	0.105845	0.0658441	0.0628554	0.00341245	0.00435681	0.00239784	0.00573475	0.07381	0.00105664	0.175002	0.0640427	0.0365369	0.252488	0.0233772	0.358599	0.52757	0.0460198	0.0678111	0.191811	0.446946	0.777832	1.28562	2.23741	5.21347	1.193965	0.0419261	0.115662	0.0719507	0.0686848	0.00372894	0.00476088	0.00262022	0.00626661	0.0806554	0.00115463	0.191232	0.0699822	0.0399255	0.275905	0.0255452	0.9151279
1044	-418.1596	-429.2791	11.11954	2.19669e-14	0.033138	0.966862	1	0.0250261	0.063116	0.0513488	0.0385357	0.00565593	0.00453591	0.00375357	0.00231915	0.0875309	0.0629925	0.0387594	0.0266802	0.0550424	0.0300165	0.0171066	0.0666745	0.204563	0.181043	0.0123276	0.602066	0.140717	0.384279	0.742023	1.34767	2.60228	7.10646	1.417941	0.113914	0.0926759	0.0695505	0.010208	0.00818655	0.00677456	0.00418567	0.157979	0.113691	0.0699543	0.0481533	0.0993424	0.0541747	0.0308746	0.120336	0.5540681
1080	-415.4377	-425.9827	10.54491	3.67554e-10	0.0488995	0.9511	1	0.0377697	0.0267633	0.00997627	0.0189157	0.00245499	0.00111373	0.0016599	0.000571939	0.0116754	0.0312201	0.0135912	0.00530218	0.0191153	0.00972255	0.0216119	0.00590044	0.152357	0.410122	0.118352	0.319169	0.0450352	0.220462	0.623925	1.60276	4.53593	22.2049	2.241739	0.149021	0.0555487	0.105324	0.0136696	0.00620134	0.00924245	0.00318461	0.0650097	0.173836	0.0756772	0.029523	0.106436	0.054136	0.120337	0.0328541	0.1795949
1116	-417.9798	-429.8059	11.82613	0.145999	0.386513	0.613487	0.854001	1.18595	0.0586036	0.0278757	0.0157283	0.00640452	0.00420913	0.00359714	0.00824967	0.0220629	0.016862	0.0194667	0.0180257	0.0408136	0.00877156	0.0394996	0.00141187	0.813065	0.101932	0.0465561	0.0384473	0.101749	0.328073	0.706304	1.41582	3.0481	9.82809	1.652389	0.200985	0.0956015	0.0539413	0.0219647	0.0144355	0.0123366	0.0282928	0.0756663	0.0578295	0.0667623	0.0618202	0.139973	0.0300827	0.135467	0.00484209	0.2915821
1152	-416.0555	-428.1914	12.13586	0.0232642	0.270929	0.729071	0.976736	0.3471527	0.0316127	0.0184097	0.00157895	0.00500148	6.31498e-05	0.00333898	0.00118893	0.0271022	0.0323526	0.00811722	0.00871835	0.0238406	0.0314981	0.080016	0.00147114	0.897886	0.0122939	0.00953633	0.0802843	0.0511478	0.23458	0.636125	1.57202	4.26293	19.5512	2.149709	0.115244	0.0671126	0.00575609	0.0182329	0.000230213	0.0121723	0.00433424	0.0988013	0.117942	0.0295914	0.0317828	0.0869112	0.114826	0.291699	0.00536306	0.2743101
1188	-420.7816	-433.4578	12.67619	0.0457432	0.308367	0.691633	0.954257	0.4767615	0.104624	0.141638	0.00212966	0.0673877	0.000336149	0.0149604	0.00582688	0.0306179	0.216176	0.0281584	0.0724876	0.0908292	0.0381882	0.165157	0.0247982	0.816109	0.04529	0.0097514	0.128849	0.157243	0.405663	0.754666	1.32509	2.4651	6.3596	1.337652	0.104279	0.14117	0.00212262	0.067165	0.000335038	0.0149109	0.00580762	0.0305167	0.215462	0.0280653	0.0722481	0.090529	0.038062	0.164611	0.0247162	1.003316
1224	-426.9506	-439.6423	12.69175	0.0445054	0.306733	0.693266	0.955495	0.4697579	0.143951	0.0624162	0.0167693	0.0705076	0.00110045	0.0227719	0.00138217	0.087085	0.258658	0.0162008	0.0561851	0.0832739	0.0504012	0.469106	0.0544492	0.760837	0.0116978	0.145568	0.081897	0.297733	0.55384	0.83165	1.20243	1.80558	3.35871	0.8760401	0.103245	0.0447666	0.0120274	0.05057	0.00078927	0.0163326	0.000991333	0.0624598	0.185516	0.0116196	0.0402975	0.0597264	0.0361491	0.336456	0.0390525	1.394258
1260	-415.6469	-427.5387	11.89185	0.0153246	0.250659	0.749341	0.984675	0.2963573	0.0179607	0.000488153	0.00809761	0.00511951	0.000912641	0.00206343	0.000931341	0.031343	0.00841438	0.0228388	0.00799535	0.0560288	0.00395674	0.0363126	0.00804043	0.920099	0.0388288	0.011477	0.0295947	0.0424529	0.214204	0.618344	1.61722	4.66846	23.5555	2.284435	0.0853227	0.00231898	0.0384678	0.0243203	0.00433551	0.00980233	0.00442435	0.148895	0.0399726	0.108496	0.037982	0.266166	0.0187966	0.172503	0.0381962	0.2105035
1296	-413.6555	-425.0199	11.36438	0.126412	0.375821	0.624179	0.873589	1.011634	0.0395445	0.00598002	0.0116771	0.00662258	0.00102235	0.00377523	0.00490257	0.0181509	0.00661137	0.0115904	0.0101132	0.0429083	0.0115652	0.0310107	0.0104069	0.906108	0.0170916	0.0640527	0.0127476	0.0522411	0.237013	0.638176	1.56697	4.21919	19.142	2.134416	0.183177	0.0277005	0.0540903	0.0306769	0.00473572	0.0174875	0.0227096	0.0840783	0.030625	0.0536886	0.0468459	0.198759	0.0535722	0.143647	0.0482068	0.2158813
1332	-418.5392	-430.9007	12.36145	0.0783111	0.34235	0.65765	0.921689	0.6682076	0.0584487	0.0256322	0.0135205	0.00707076	0.00589069	0.00108244	0.00665458	0.0341919	0.0369154	0.0264006	0.0414324	0.0929025	0.0294654	0.053699	0.00593271	0.740638	0.236063	0.0188341	0.00446493	0.0880637	0.305756	0.69095	1.44728	3.27058	11.3554	1.756837	0.133068	0.0583559	0.0307816	0.0160977	0.0134111	0.00246434	0.0151502	0.0778434	0.0840438	0.0601053	0.0943274	0.211507	0.0670827	0.122254	0.0135068	0.4392399
1368	-414.9569	-427.4258	12.46894	0.0209311	0.265598	0.734402	0.979069	0.332786	0.032367	0.0227909	0.0836136	0.0108263	0.00110647	0.00281713	0.00781059	0.046528	0.0301758	0.0191666	0.0313625	0.0727173	0.00747213	0.0356158	0.0155056	0.945985	0.00484649	0.043396	0.00577273	0.066454	0.266527	0.661975	1.51063	3.75197	15.048	1.960417	0.0770871	0.0542801	0.199139	0.0257845	0.00263523	0.00670944	0.0186022	0.110814	0.0718684	0.0456483	0.0746948	0.173188	0.0177961	0.0848246	0.036929	0.4198758
1404	-418.5271	-430.6872	12.16013	0.155056	0.391072	0.608927	0.844945	1.275746	0.0641355	0.0474221	0.0349198	0.00355166	0.00674544	0.0034548	0.00424833	0.0344606	0.00577214	0.0543269	0.0229404	0.0951788	0.0105402	0.0643002	0.00850517	0.799364	0.171728	0.0149369	0.0139714	0.153809	0.401318	0.752135	1.32955	2.49179	6.50157	1.353616	0.139273	0.102979	0.0758299	0.00771258	0.014648	0.00750224	0.00922544	0.0748327	0.0125345	0.117973	0.0498161	0.206685	0.0228884	0.139631	0.0184693	0.4605021
1440	-421.5664	-434.6342	13.06786	2.84815e-05	0.10532	0.89468	0.999972	0.0885478	0.0892257	0.0334873	0.0645546	0.100692	0.0144945	0.0288027	0.0098206	0.124766	0.0403603	0.0538097	0.0486525	0.145253	0.127727	0.315879	0.207975	0.603566	0.101487	0.0190386	0.275908	0.725588	0.855181	0.952365	1.05002	1.16934	1.37819	0.2319413	0.0634832	0.0238259	0.04593	0.0716416	0.0103127	0.0204929	0.00698726	0.0887696	0.028716	0.0382851	0.0346158	0.103346	0.0908768	0.224745	0.147972	1.405501
1476	-412.9088	-424.9889	12.08015	0.0177682	0.257603	0.742397	0.982232	0.3126383	0.0413743	0.0285071	0.022166	0.00045686	1.53145e-05	0.00547747	0.00929504	0.0068916	0.00452231	0.0128519	0.00478363	0.0513756	0.0141439	0.0169938	0.00927393	0.834707	0.0310425	0.00180898	0.132441	0.0522778	0.237094	0.638244	1.5668	4.21774	19.1286	2.133909	0.181364	0.12496	0.0971644	0.00200264	6.71312e-05	0.0240104	0.0407447	0.0302093	0.0198235	0.0563362	0.020969	0.225204	0.0619998	0.074492	0.0406522	0.2281287
1512	-413.4867	-423.7484	10.26165	8.2325e-09	0.057544	0.942456	1	0.0450074	0.0334954	0.00839652	0.0132596	0.000258755	0.000185082	0.00105768	0.000533586	0.0230925	0.00110859	0.00657033	0.000769779	0.028706	0.00353378	0.0214016	0.0141966	0.494259	0.273217	0.0111931	0.221331	0.0251305	0.165872	0.570931	1.75152	6.02873	39.7923	2.663549	0.213938	0.0536293	0.0846905	0.00165269	0.00118213	0.00675551	0.00340806	0.147494	0.00708067	0.0419653	0.00491665	0.183348	0.0225706	0.136694	0.090675	0.1565659
1548	-422.2742	-433.2251	10.95094	1.86671e-05	0.101071	0.898929	0.999981	0.08440864	0.00513922	0.0102256	0.0131113	0.000635859	0.000376463	0.00252551	0.00329632	0.00780082	0.0125926	0.00260111	0.0106118	0.0161993	0.0100931	0.0122239	0.000962364	0.0180153	0.689959	0.106617	0.185409	0.039114	0.205815	0.610685	1.6375	4.85873	25.5663	2.343664	0.0474119	0.0943358	0.120958	0.00586611	0.00347306	0.023299	0.0304101	0.0719664	0.116173	0.0239965	0.0978991	0.149446	0.093114	0.112772	0.00887829	0.1083953
1584	-418.5432	-429.7752	11.23204	1.77752e-06	0.0823702	0.91763	0.999998	0.06684207	0.028095	0.011242	0.00708753	0.000207079	0.00246325	0.00477112	0.000648504	0.0134973	0.0162821	0.00481036	0.0108432	0.0260118	0.0246354	0.0215234	0.0165824	0.661937	0.148842	0.0193492	0.169872	0.0444004	0.218941	0.622579	1.60622	4.56744	22.5223	2.252003	0.148887	0.0595757	0.0375597	0.0010974	0.0130538	0.0252841	0.00343668	0.0715278	0.0862853	0.025492	0.0574623	0.137847	0.130553	0.114061	0.0878766	0.1887005
1620	-414.4128	-427.304	12.89129	0.0206918	0.265026	0.734974	0.979308	0.3312909	0.0623234	0.0131482	0.041934	0.00141247	0.00646154	0.00719211	0.00727446	0.0768123	0.0132567	0.00335389	0.0316487	0.0753115	0.0721169	0.0343805	0.00791344	0.744699	0.0912357	0.000951962	0.163113	0.117394	0.351774	0.721843	1.38534	2.84273	8.51834	1.548973	0.137113	0.0289263	0.092256	0.00310748	0.0142156	0.0158228	0.016004	0.168989	0.0291651	0.00737864	0.069628	0.165687	0.158659	0.075638	0.0174098	0.45454
